molecule_id,smiles,target_id,predicted_pIC50,ai_status,docking_score,binding_affinity,docking_status,consensus_score,molecular_weight,logp,hbd,hba,psa,rotatable_bonds,lipinski_violations,drug_likeness_score,drug_likeness_status
"haplopine-3,3'-dimethylallyl ether",COc1c(OCC=C(C)C)ccc2c1nc1occc1c2OC,default,5.4849,success,-8.0,,success,0.3904083333333333,313.35,4.34,0,5,53.72,5,0,-9.55,success
anhydroevoxine,COc1c(OCC2OC2(C)C)ccc2c1nc1occc1c2OC,default,5.3506,success,-9.42,,success,0.42655,329.35,3.55,0,6,66.25,5,0,-9.73,success
evoxine,COc1c(OCC(C(O)(C)C)O)ccc2c1nc1occc1c2OC,default,5.6008,success,-10.05,,success,0.4684,347.37,2.51,2,7,94.18,6,0,-9.83,success
nitidine,COc1cc2c[n+](C)c3c(c2cc1OC)ccc1c3cc2OCOc2c1,default,5.4649,success,-8.54,,success,0.4067416666666666,348.38,3.72,0,4,40.8,2,0,-9.49,success
"5,6-dihydronitidine",COc1cc2c(cc1OC)CN(c1c2ccc2c1cc1c(c2)OCO1)C,default,5.2996,success,-8.13,,success,0.3793,349.39,4.2,0,5,40.16,2,0,-10.03,success
uguenensene,CC(=O)O[C@@H]1C[C@H]2C(C)(C)O[C@@H]3[C@@]2([C@@H]2[C@]1(C)[C@@]14O[C@@H]1C[C@H]([C@@]4(CC2)C)c1cocc1)COC(=O)C3,default,6.0265,success,-8.37,,success,0.447875,484.59,4.39,0,7,87.5,2,0,-8.94,success
uguenensone,CC(=O)O[C@@H]1C[C@H]2C(C)(C)O[C@@H]3[C@@]2([C@@H]2[C@]1(C)[C@@]14O[C@@H]1C(=O)[C@H]([C@@]4(CC2)C)c1cocc1)COC(=O)C3,default,6.1029,success,-10.26,,success,0.5172416666666666,498.57,3.57,0,8,104.57,2,0,-9.0,success
uguenenprenol,OC/C(=C/COc1cc2O[C@H](c3ccc(cc3)O)[C@H](C(=O)c2c(c1)O)O)/C,default,6.2572,success,-9.09,,success,0.4911,372.37,2.09,4,7,116.45,5,0,-9.47,success
chisocheton A,CC(=O)O[C@@H]1O[C@H](C[C@H]1[C@@H]1CC=C2[C@@]1(C)CC[C@H]1[C@@]2(C)[C@H](O)C[C@@H]2[C@]1(C)CCC(=O)C2(C)C)[C@@H]1OC1(C)C,default,5.9563,success,-6.06,,success,0.36502499999999993,528.73,5.6,1,6,85.36,3,2,-7.47,success
kihadalactone A,CC(=O)OC1CC2C(C)(C)OC(=O)CC([C@@]2(C2[C@]1(C)C1=CCC(C1(CC2)C)c1ccoc1)C)OC(=O)C,default,5.9214,success,-6.58,,success,0.37945,512.64,5.73,0,7,92.04,3,2,-7.79,success
limonyl acetate,CC(=O)O[C@@H]1C[C@H]2C(C)(C)O[C@@H]3[C@@]2([C@@H]2[C@@]1(C)[C@@]14O[C@@H]1C(=O)O[C@H]([C@@]4(CC2)C)c1cocc1)COC(=O)C3,default,6.1568,success,-8.92,,success,0.47706666666666664,514.57,3.5,0,9,113.8,2,1,-8.55,success
methyl uguenenoate,COC(=O)C[C@@H]1OC([C@H]2[C@@]1(CO)[C@H]1CC[C@@]3([C@]4([C@@]1(C(=O)C2)C)O[C@@H]4C(=O)O[C@H]3c1cocc1)C)(C)C,default,5.5832,success,-9.41,,success,0.4456,502.56,2.75,1,9,124.8,4,1,-8.64,success
7-O-methylaromadendrin,COc1cc2O[C@H](c3ccc(cc3)O)[C@H](C(=O)c2c(c1)O)O,default,5.6512,success,-10.54,,success,0.48893333333333333,302.28,1.78,3,6,96.22,2,0,-10.08,success
flindersiamine,COc1c2OCOc2cc2c1nc1occc1c2OC,default,5.4573,success,-10.04,,success,0.4561083333333333,273.24,2.73,0,6,62.95,2,0,-10.09,success
"8alpha,11-elemodiol",C=C[C@@H]1C[C@@H](O)C(C[C@H]1C(=C)C)C(O)(C)C,default,5.2475,success,-7.22,,success,0.34462499999999996,224.34,2.52,2,2,40.46,3,0,-10.12,success
tricoccin S13 acetate,CC(=O)OC1C[C@H]2C(C)(C)OC(=O)C=C[C@@]2([C@@H]2[C@]1(C)C1=CC[C@H]([C@]1(C)CC2)[C@@H]1COC(=O)C1)C,default,6.007,success,-7.01,,success,0.40091666666666664,470.61,4.77,0,6,78.9,2,0,-8.46,success
acetylmontrifoline,COc1cc2nc3occc3c(c2cc1OC[C@H](C(O)(C)C)OC(=O)C)OC,default,5.6854,success,-10.48,,success,0.4897833333333333,389.4,3.08,1,8,100.25,7,0,-9.24,success
montrifoline,COc1cc2nc3occc3c(c2cc1OC[C@H](C(O)(C)C)O)OC,default,5.7019,success,-10.5,,success,0.49182499999999996,347.37,2.51,2,7,94.18,6,0,-9.8,success
maculine,COc1c2cc3OCOc3cc2nc2c1cco2,default,5.3718,success,-7.69,,success,0.37065000000000003,243.22,2.72,0,5,53.72,1,0,-10.17,success
kokusaginine,COc1cc2c(cc1OC)nc1c(c2OC)cco1,default,5.0692,success,-9.6,,success,0.4091,259.26,3.01,0,5,53.72,3,0,-10.08,success
glomeral,O=C/C=C/c1cc(CC2OC2(C)C)c(c(c1)OC)O,default,5.5214,success,-10.66,,success,0.48211666666666664,262.3,2.33,1,4,59.06,5,0,-9.81,success
methyl cinnamate,COC(=O)/C=C/c1ccccc1,default,3.9373,success,-7.79,,success,0.25966666666666666,162.19,1.87,0,2,26.3,2,0,-9.99,success
hesperetin,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O,default,5.6276,success,-11.2,,success,0.5089666666666667,302.28,2.52,3,6,96.22,2,0,-10.24,success
scoparone,COc1cc2oc(=O)ccc2cc1OC,default,4.4621,success,-7.88,,success,0.301175,206.2,1.81,0,4,48.67,2,0,-10.05,success
syringaresinol,COc1cc(cc(c1O)OC)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1cc(OC)c(c(c1)OC)O,default,4.7522,success,-10.48,,success,0.4120166666666667,418.44,3.21,2,8,95.84,6,0,-9.44,success
limonin,O=C1OC[C@]23[C@H](C1)OC([C@@H]2CC(=O)[C@@]1([C@@H]3CC[C@@]2([C@]31O[C@@H]3C(=O)O[C@H]2c1cocc1)C)C)(C)C,default,6.0156,success,-9.89,,success,0.49763333333333337,470.52,3.14,0,8,104.57,1,0,-9.25,success
uguenenazole,COc1ccc(cc1)c1cnc(o1)c1ccccc1,default,5.3191,success,-8.03,,success,0.37759166666666666,251.28,4.02,0,3,35.26,3,0,-9.99,success
uguenenonamide,COc1ccc(cc1)C(=O)CNC(=O)c1ccccc1,default,3.8873,success,-11.19,,success,0.373,269.3,2.31,1,3,55.4,5,0,-10.2,success
maculosidine,COc1cc(OC)c2c(c1)c(OC)c1c(n2)occ1,default,5.122,success,-9.72,,success,0.4175,259.26,3.01,0,5,53.72,3,0,-10.02,success
syringaldehyde,COc1cc(C=O)cc(c1O)OC,default,4.3531,success,-8.34,,success,0.307425,182.17,1.22,1,4,55.76,3,0,-9.86,success
calodendrolide,O=C1O[C@@H](c2cocc2)[C@]2([C@]3([C@@H]1O3)C(=CCC2)C)C,default,5.5717,success,-10.17,,success,0.46997500000000003,260.29,2.76,0,4,51.97,1,0,-10.07,success
limonin diosphenol,O=C1OC[C@]23[C@H](C1)OC(C2=C(O)C(=O)[C@@]1([C@@H]3CC[C@@]2([C@]31O[C@@H]3C(=O)O[C@@H]2c1cocc1)C)C)(C)C,default,6.0588,success,-9.79,,success,0.49789999999999995,484.5,2.94,1,9,124.8,1,0,-9.14,success
magnoflorine,COc1ccc2c(c1O)c1c(O)c(OC)cc3c1[C@H](C2)[N+](C)(C)CC3,default,5.0781,success,-10.62,,success,0.44384166666666663,342.42,3.01,2,4,58.92,2,0,-10.44,success
"4,5,6,7-tetramethoxyfuro[2,3-b]quinoline",COc1cc2nc3occc3c(c2c(c1OC)OC)OC,default,5.2261,success,-10.15,,success,0.4405083333333333,289.29,3.02,0,6,62.95,4,0,-9.93,success
nobiline,CN(CC1CCC2(C1(C)C(=O)C1OC(=O)C2C1C(C)C)O)C,default,5.7258,success,-9.1,,success,0.44714999999999994,309.41,1.09,1,5,66.84,3,0,-9.83,success
veprisiniol,OCC(CCOc1cc2OC(CC(=O)c2c(c1)O)c1ccc(c(c1)O)OC)C,default,6.3261,success,-10.38,,success,0.5398416666666668,388.42,3.21,3,7,105.45,7,0,-9.32,success
"isohaplopine-3,3'-dimethylallyl ether",COc1ccc2c(c1OCC=C(C)C)nc1c(c2OC)cco1,default,5.5212,success,-7.42,,success,0.3741,313.35,4.34,0,5,53.72,5,0,-9.53,success
tecleoxine,COc1cc2nc3occc3c(c2cc1OCC1OC1(C)C)OC,default,5.4522,success,-9.31,,success,0.43135000000000007,329.35,3.55,0,6,66.25,5,0,-9.7,success
nkolbisine,COc1cc2nc3occc3c(c2cc1OCC(C(O)(C)C)O)OC,default,5.7019,success,-10.2,,success,0.48182499999999995,347.37,2.51,2,7,94.18,6,0,-9.8,success
uguenenprenol,OC/C(=C\COc1cc2OC(c3ccc(cc3)O)[C@H](C(=O)c2c(c1)O)O)/C,default,6.2572,success,-9.05,,success,0.4897666666666667,372.37,2.09,4,7,116.45,5,0,-9.47,success
(+)sesamin,Oc1ccc(cc1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc(c(c1)O)O,default,5.3013,success,-10.33,,success,0.45277500000000004,330.34,2.58,4,6,99.38,2,0,-10.14,success
"neo-clerodan-3,13-dien-16,15:18,19-diolide",COC1C=C(C(=O)O1)CC[C@@]1(C)[C@H](C)CC[C@]23[C@@H]1CCC=C2C(=O)OC3,default,5.637,success,-8.98,,success,0.43574999999999997,360.45,3.54,0,5,61.83,4,0,-9.74,success
"15-methoxy-neo-clerodan-3,13-dien-16,15:18,19-diolide",O=C1OCC=C1CC[C@@]1(C)[C@H](C)CC[C@]23[C@@H]1CCC=C2C(=O)OC3,default,5.7711,success,-8.8,,success,0.440925,330.42,3.57,0,4,52.6,3,0,-9.92,success
penduletin,COc1c(oc2c(c1=O)c(O)c(c(c2)OC)OC)c1ccc(cc1)O,default,5.0439,success,-10.22,,success,0.4276583333333333,344.32,2.9,2,7,98.36,4,0,-9.89,success
hautriwaic acid,OC[C@@]12CC[C@H]([C@]([C@H]1CCC=C2C(=O)O)(C)CCc1ccoc1)C,default,5.4138,success,-9.43,,success,0.43215,332.44,4.05,2,3,70.67,5,0,-9.95,success
ayanin,COc1cc(O)c2c(c1)oc(c(c2=O)OC)c1ccc(c(c1)O)OC,default,5.1665,success,-10.7,,success,0.453875,344.32,2.9,2,7,98.36,4,0,-9.81,success
santin,COc1ccc(cc1)c1oc2cc(O)c(c(c2c(=O)c1OC)O)OC,default,5.0538,success,-10.74,,success,0.44581666666666664,344.32,2.9,2,7,98.36,4,0,-9.82,success
"3,4',5,7-tetrahydroxy-6-methoxyflavone",COc1c(O)cc2c(c1O)c(=O)c(c(o2)c1ccc(cc1)O)O,default,5.419,success,-10.06,,success,0.45358333333333334,316.26,2.29,4,7,120.36,2,0,-9.68,success
pinocembrin,Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccccc1,default,5.6411,success,-10.94,,success,0.501425,256.26,2.8,2,4,66.76,1,0,-10.41,success
dodonic acid,O[C@H]1C=C(C(=O)O)[C@@]2([C@@H](C1)[C@](C)(CCc1ccoc1)[C@H](C[C@H]2O)C)C,default,5.5872,success,-10.11,,success,0.4692666666666666,348.44,3.02,3,4,90.9,4,0,-10.07,success
2beta-hydroxyhardwickiic acid,O[C@@H]1C=C(C(=O)O)[C@]2([C@H](C1)[C@@](C)(CCc1cocc1)[C@@H](CC2)C)C,default,5.4876,success,-9.0,,success,0.4239666666666666,332.44,4.05,2,3,70.67,4,0,-10.05,success
"(ent-3beta,8alpha)-15,16-epoxy-13(16),14-labdadiene-3,8-diol",O[C@@H]1CC[C@@]2([C@@H](C1(C)C)CC[C@]([C@H]2CCc1ccoc1)(C)O)C,default,4.7061,success,-8.02,,success,0.326175,320.47,4.18,2,3,53.6,3,0,-10.29,success
"5-(2-(furan-3-yl)ethyl)-3,4,4a,5,6,7,8,8a-octahydro-8 hydroxy-5,6,8a-trimethylnaphthalene-1-carboxylic acid",OC(=O)C1=CCCC2C1(C)C(O)CC(C2(C)CCc1cocc1)C,default,5.4306,success,-8.92,,success,0.41655000000000003,332.44,4.05,2,3,70.67,4,0,-10.09,success
"(8',9'-dihydroxy)-3-farnesylindole",C/C(=C\Cc1c[nH]c2c1cccc2)/CC/C=C(/C(C(C=C(C)C)O)O)\C,default,5.5931,success,-7.13,,success,0.370425,353.51,5.07,3,2,56.25,8,1,-8.94,success
solanidine 3-O-[alpha-L-rhamnopyranosyl-(1''â†’4)-[alpha-L-rhamnopyranosyl-(1' â†’ 2)]-beta-D-glucopyranoside],OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@H]3N4C[C@H](CC3)C)C)C2)C)[C@H]([C@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@H]1O)O)O,default,6.6871,success,-2.39,,success,0.3035916666666667,852.07,1.18,8,15,220.46,7,3,-6.08,success
solanidine 3-O-[alpha-L-rhamnopyranosyl-(1''â†’4)-beta-D-glucopyranoside],OC[C@H]1O[C@@H](OC2CC[C@]3(C(=CC[C@@H]4C3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@H]3N4C[C@H](CC3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O,default,6.6574,success,-2.21,,success,0.2951166666666667,705.93,2.33,6,11,161.54,5,3,-6.55,success
(25R)-3beta-{O-alpha-L-Rhamnopyranosyl-(1â†’2)-[O-beta-D-glucopyranosyl-(1â†’4)-O-alpha-L-rhamnopyranosyl-(1â†’4)]-beta-D-glucopyranosyl}-22alpha-N-spirosol-5-ene,OC[C@H]1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C3(O4)CCC(CN3)C)C)C2)C)[C@@H]([C@H]([C@@H]1OC1O[C@H](C)[C@H]([C@@H]([C@@H]1O)O)OC1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)OC1O[C@H](C)[C@H]([C@@H]([C@@H]1O)O)O,default,6.8819,success,-0.03,,success,0.24115833333333334,1030.21,-1.36,12,21,317.63,10,3,-5.06,success
(25R)-3beta-{O-beta-D-glucopyranosyloxy}-22alphaN-spirosol-5-ene,OC[C@H]1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C3(O4)CCC(CN3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O)O)O,default,6.4353,success,-5.31,,success,0.3799416666666666,575.79,3.11,5,8,120.64,3,1,-7.95,success
solasodine,C[C@@H]1CC[C@@]2(NC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C,default,5.9244,success,-6.66,,success,0.3823666666666667,413.65,5.29,2,3,41.49,0,1,-9.22,success
"2,3,4',5,6-pentahydroxybenzophenone-4-C-glucoside",OC[C@H]1OC([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)c(O)c(c(c1O)O)C(=O)c1ccc(cc1)O,default,5.3857,success,-4.99,,success,0.2818083333333333,424.36,-1.04,9,11,208.37,4,2,-7.31,success
"2,4',6-trihydroxy-4-methoxybenzophenone-2-O-glucoside",OC[C@H]1OC(Oc2cc(OC)cc(c2C(=O)c2ccc(cc2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,default,5.6629,success,-4.53,,success,0.28957499999999997,422.39,-0.48,6,10,166.14,6,1,-7.63,success
mangiferin,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)cc2c(c1O)c(=O)c1c(o2)cc(c(c1)O)O,default,5.6964,success,-5.69,,success,0.3310333333333333,422.34,-0.72,8,11,201.28,2,2,-7.54,success
yuankanin,COc1cc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@H]([C@@H]([C@H]3O)O)O)[C@H]([C@@H]([C@H]2O)O)O)c2c(c1)oc(cc2=O)c1ccc(cc1)O,default,6.6729,success,-2.88,,success,0.3187416666666667,578.52,-1.18,7,14,217.97,7,3,-6.22,success
manniflavanone,Oc1cc(O)c2c(c1)O[C@@H]([C@H](C2=O)c1c(O)cc(c2c1O[C@H](c1ccc(c(c1)O)O)[C@H](C2=O)O)O)c1ccc(c(c1)O)O,default,6.4362,success,-3.06,,success,0.3050166666666667,590.49,3.11,9,13,234.67,3,3,-6.99,success
kirkinine B,OC[C@@]12O[C@@H]1[C@@H]1[C@@H]3O[C@@]45O[C@@]1([C@@H]1[C@]([C@H]2O)(O)C(=O)[C@@H](C1[C@H](C)CCCCCCCC/C=C\C=C\C=C\4)C)[C@H](C[C@]3(O5)C(=C)C)C,default,6.379,success,-3.14,,success,0.3029166666666666,624.82,4.92,3,8,117.98,2,1,-7.37,success
synaptolepis factor K7,CCCCCCCCCCCCC/C=C/C12O[C@H]3[C@@](O1)(C[C@H]([C@@]1(O2)C3[C@@H]2O[C@@]2([C@H]([C@]2([C@H]1C=C(C2=O)C)O)O)CO)C)C(=C)C,default,6.5849,success,-1.52,,success,0.266075,614.82,5.43,3,8,117.98,15,2,-6.0,success
kirkinine C,OC[C@@]12O[C@@H]1[C@@H]1[C@@H]3O[C@@]45O[C@@]1([C@@H]1[C@]([C@H]2O)(O)C(=O)[C@@H](C1[C@H](C)CCCCCCCC/C=C\C=C\C=C\4)C)[C@H]([C@H]([C@]3(O5)C(=C)C)OC(=O)C)C,default,6.5505,success,-1.26,,success,0.2545416666666667,682.85,4.46,3,10,144.28,3,1,-6.77,success
kirkinine D,CCC/C=C\C=C\C=C\[C@@]12O[C@H]3[C@](O1)(C(=C)C)[C@@H]([C@H]([C@@]1(O2)[C@H]3[C@@H]2O[C@@]2([C@H]([C@]2([C@H]1C=C(C2=O)C)O)O)CO)C)OC(=O)C,default,6.7859,success,-4.32,,success,0.3761583333333334,584.66,2.19,3,10,144.28,8,1,-6.94,success
yuanhuandine,CCCCC/C=C/C=C/[C@@]12O[C@H]3[C@](O1)(C(=C)C)[C@@H]([C@H]([C@@]1(O2)[C@H]3[C@@H]2O[C@@]2([C@H]([C@]2([C@H]1C=C(C2=O)C)O)O)CO)C)OC(=O)C,default,6.7129,success,-4.9,,success,0.38940833333333336,586.68,2.41,3,10,144.28,9,1,-6.83,success
kirkinine E,OC[C@@]12O[C@@H]1[C@@H]1[C@@H]3O[C@@]45O[C@@]1([C@@H]1[C@]([C@H]2O)(O)C(=O)[C@@H](C1[C@@](C)(O)CCCCCCCC/C=C\C=C\C=C\4)C)[C@H](C[C@]3(O5)C(=C)C)C,default,6.5267,success,-0.63,,success,0.2315583333333333,640.81,4.04,4,9,138.21,2,1,-7.35,success
matairesinol,COc1cc(ccc1O)C[C@H]1C(=O)OC[C@@H]1Cc1ccc(c(c1)OC)O,default,5.654,success,-10.51,,success,0.48816666666666664,358.39,2.69,2,6,85.22,6,0,-9.97,success
kirkinine,CCCCCCCCCCCCC/C=C/[C@@]12O[C@H]3[C@](O1)(C(=C)C)[C@@H]([C@H]([C@@]1(O2)[C@H]3[C@@H]2O[C@@]2([C@H]([C@]2([C@H]1C=C(C2=O)C)O)O)CO)C)OC(=O)C,default,6.6427,success,-0.54,,success,0.23822499999999996,672.86,4.98,3,10,144.28,16,1,-5.64,success
12beta-acetoxyhuratoxin,CCCCCCCCC/C=C/C=C/C12O[C@H]3[C@](O1)(C(=C)C)[C@@H]([C@H]([C@@]1(O2)C3C2O[C@@]2([C@H]([C@]2(C1C=C(C2=O)C)O)O)CO)C)OC(=O)C,default,6.7328,success,-3.37,,success,0.3400666666666667,642.79,3.97,3,10,144.28,13,1,-5.97,success
excoecariatoxin,CCCCC/C=C/C=C/C12O[C@H]3[C@@](O1)(C[C@H](C1(O2)[C@H]3[C@@H]2O[C@@]2([C@H]([C@]2([C@H]1C=C(C2=O)C)O)O)CO)C)C(=C)C,default,6.6592,success,-8.97,,success,0.5206000000000001,528.64,2.87,3,8,117.98,8,1,-7.56,success
"12-hydroxy-8,12-abietadiene-3,11,14-trione",O=C1C(=C(C(C)C)C(=O)C2=C1[C@@]1(C)CCC(=O)C([C@@H]1CC2)(C)C)O,default,5.4299,success,-10.0,,success,0.4524916666666666,330.42,3.71,1,4,71.44,1,0,-9.9,success
royleanone,O=C1C(=O)C(=C(C2=C1[C@@]1(C)CCCC([C@@H]1CC2)(C)C)O)C(C)C,default,5.3653,success,-7.59,,success,0.366775,316.44,4.53,1,3,54.37,1,0,-9.67,success
taxodione,CC(C1=CC2=CC(=O)[C@@H]3[C@](C2=C(C1=O)O)(C)CCCC3(C)C)C,default,5.391,success,-8.01,,success,0.3829166666666667,314.43,4.31,1,3,54.37,1,0,-9.91,success
"11-hydroxy-7,9(11),13-abietatrien-12-one",OC1=C2C(=CC[C@@H]3[C@]2(C)CCCC3(C)C)C=C(C1=O)C(C)C,default,5.3189,success,-7.36,,success,0.3552416666666667,300.44,5.13,1,2,37.3,1,1,-9.54,success
sugiol,O=C1C[C@H]2C(C)(C)CCC[C@@]2(c2c1cc(C(C)C)c(c2)O)C,default,5.6847,success,-7.66,,success,0.39572500000000005,300.44,5.19,1,2,37.3,1,1,-9.95,success
6-hydroxysalvinolone,OC1=C2C(C)(C)CCC[C@@]2(c2c(C1)cc(C(C)C)c(c2O)O)C,default,5.3491,success,-7.53,,success,0.363425,316.44,5.06,3,3,60.69,1,1,-9.61,success
"6,11,12,16-tetrahydroxy-5,8,11,13-abietatetra-en-7-one",OCC(c1cc2C(=O)C(=C3[C@@](c2c(c1O)O)(C)CCCC3(C)C)O)C,default,5.5383,success,-9.06,,success,0.43019166666666664,346.42,3.67,4,5,97.99,2,0,-9.82,success
uncinatone,C[C@H]1Cc2c(O1)c(O)c1c(c2O)C(=O)C=C2[C@]1(C)CCC(=C2C)C,default,5.9538,success,-11.48,,success,0.5454833333333333,326.39,3.93,2,4,66.76,0,0,-10.15,success
"11-hydroxy-8,11,13-abietatriene-12-O-beta-xylopyranoside",O[C@@H]1COC([C@@H]([C@H]1O)O)Oc1c(cc2c(c1O)[C@@]1(C)CCCC([C@@H]1CC2)(C)C)C(C)C,default,6.4601,success,-8.59,,success,0.4913416666666667,434.57,3.36,4,6,99.38,3,0,-9.48,success
ursolic acid methyl ester,COC(=O)[C@]12CC[C@H]([C@@H]([C@H]1C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C)C,default,4.8685,success,-6.85,,success,0.30070833333333336,470.74,7.18,1,3,46.53,1,1,-8.07,success
vebenaline,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@H]3[C@H]2[C@@H](C)CC3=O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O,default,5.6994,success,-4.51,,success,0.29194999999999993,388.37,-1.94,4,10,151.98,4,0,-7.73,success
(+)-1-hydroxypinoresinol,COc1cc(ccc1O)C1OCC2(C1COC2c1ccc(c(c1)OC)O)O,default,5.181,success,-10.7,,success,0.4550833333333333,374.39,2.31,3,7,97.61,4,0,-9.91,success
(+)-lariciresinol,OC[C@H]1[C@H](CO[C@@H]1c1ccc(c(c1)OC)O)Cc1ccc(c(c1)OC)O,default,6.0375,success,-10.1,,success,0.5064583333333333,360.41,2.65,3,6,88.38,6,0,-9.91,success
(-)-seco-isolariciresinol,COc1cc(ccc1OC(=O)C)C[C@H]([C@@H](Cc1ccc(c(c1)OC)OC(=O)C)COC(=O)C)COC(=O)C,default,4.7918,success,-7.59,,success,0.31898333333333334,530.57,3.7,0,10,123.66,13,1,-7.35,success
limonene oxide,CC(=C)[C@@H]1CCC2(C(C1)O2)C,default,4.8126,success,-4.99,,success,0.23404999999999998,152.24,2.52,0,1,12.53,1,0,-9.92,success
verbenone,CC1=CC(=O)C2CC1C2(C)C,default,4.7442,success,-4.86,,success,0.2240166666666667,150.22,2.18,0,1,17.07,0,0,-10.03,success
glutenol,O[C@H]1CC[C@@H]2C(=CCC3[C@@]2(C)CC[C@@]2([C@]3(C)CC[C@@]3(C2CC(C)(C)CC3)C)C)C1(C)C,default,4.828,success,-5.14,,success,0.24033333333333334,426.73,8.17,1,1,20.23,0,1,-8.58,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@@H](CCC1=C(CC[C@H]2[C@@]1(C)CCCC2(C)C)[C@@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-7.91,,success,0.4402833333333333,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@@H](CCC1=C(CC[C@H]2[C@@]1(C)CCCC2(C)C)[C@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-7.55,,success,0.4282833333333333,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@@H](CCC1=C(CC[C@@H]2[C@@]1(C)CCCC2(C)C)[C@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-7.64,,success,0.4312833333333333,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@H](CCC1=C(CC[C@@H]2[C@@]1(C)CCCC2(C)C)[C@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-8.26,,success,0.45194999999999996,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@H](CCC1=C(CC[C@H]2[C@@]1(C)CCCC2(C)C)[C@@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-7.92,,success,0.44061666666666666,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@H](CCC1=C(CC[C@@H]2[C@@]1(C)CCCC2(C)C)[C@@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-8.4,,success,0.45661666666666667,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@H](CCC1=C(CC[C@H]2[C@@]1(C)CCCC2(C)C)[C@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-7.78,,success,0.43595,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside",C=C[C@@H](CCC1=C(CC[C@@H]2[C@@]1(C)CCCC2(C)C)[C@@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O,default,6.1194,success,-8.33,,success,0.4542833333333333,438.61,2.47,5,6,110.38,7,0,-8.76,success
"13-acetoxy-17-hydroxy-labda-8,14-diene-17-O-(xylopyranoside triacetate)",C=C[C@H](OC(=O)C)CCC1=C(CC[C@H]2[C@@]1(C)CCCC2(C)C)[C@@H](C[C@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O,default,6.3383,success,-8.09,,success,0.464525,480.64,3.04,4,7,116.45,8,0,-8.14,success
